CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
24-002867, ,-57.365,-129.368,4.62,.08,SLERC,HuSL, ,1
24-002868, ,-34.569,-162.588,4.62,.43,Rd, , ,0
24-002869, ,-44.029,-123.482,4.62,.21,SLEPC,HuSL, ,1
24-002870, ,-36.913,-127.077,4.62,0,SLEPC,Hu, ,1
24-002871, ,-59.555,-141.055,4.62,.13, , , ,0
24-002872, ,-41.724,-137.909,4.62,.28,Rd, , ,0
24-002873, ,-57.991,-127.691,4.61,.11,Rd, , ,0
24-002874, ,-43.671,-162.109,4.61,0,Rd, , ,0
24-002875, ,-56.953,-173.075,4.61,.26, , , ,0
24-002876, ,-54.985,-127.902,4.61,.03, , , ,0
24-002877, ,-31.705,-162.711,4.61,.31, , , ,0
24-002878, ,-43.938,-135.863,4.61,.16,Rd/DLERS,HuSL, ,2
24-002879, ,-44.863,-177.144,4.61,.17,SLERC,Hu, ,1
24-002880, ,-64.339,-159.31,4.61,.07,Rd, , ,0
24-002881, ,-32.635,-127.431,4.61,.58,SLEPC,HuSL, ,1
24-002882, ,-60.267,-134.866,4.61,.12,Rd, , ,0
24-002883, ,-49.892,-133.461,4.6,.18, , , ,0
24-002884, ,-56.194,-158.304,4.6,.15, , , ,0
24-002885, ,-63.61,-165.926,4.6,.13,Rd, , ,0
24-002886, ,-31.634,-160.828,4.6,.27, , , ,0
24-002887, ,-40.437,-163.719,4.59,.18,SLERC,HuSL, ,1
24-002888, ,-60.84,-146.471,4.59,.08,SLEPS,SmSL, ,1
24-002889, ,-38.421,-157.542,4.59,0,Rd, , ,0
24-002890, ,-38.395,-174.182,4.58,.37,Rd, , ,0
24-002891, ,-36.53,-175.405,4.58,.56,Rd, , ,0
24-002892, ,-49.709,-160.877,4.58,0, , , ,0
24-002893, ,-39.891,-165.517,4.58,0,SLERS,HuBL,Butterfly,1
24-002894, ,-33.804,-164.919,4.58,.56,SLERS,HuSL, ,1
24-002895, ,-36.148,-132.328,4.58,.45,SLERC,HuSL, ,1
24-002896, ,-33.993,-165.526,4.58,0, , , ,0
24-002897, ,-31.184,-178.588,4.58,.48,Rd, , ,0
24-002898, ,-32.675,-176.173,4.58,.55,SLEPC,Hu, ,1
24-002899, ,-51.441,-173.221,4.57,.16, , , ,0
24-002900, ,-57.177,-137.604,4.57,0, , , ,0
24-002901, ,-30.6,-145.685,4.56,0, , , ,0
24-002902, ,-45.289,-166.763,4.56,.4,SLEPS,SmBL, ,1
24-002903, ,-51.246,-152.813,4.56,.23,Rd, , ,0
24-002904, ,-55.468,-164.743,4.56,.1,Rd, , ,0
24-002905, ,-48.131,-152.16,4.55,.28, , , ,0
24-002906, ,-36.41,-161.047,4.55,.4,SLEPC,HuSL, ,1
24-002907, ,-53.295,-157.951,4.55,.08,Rd, , ,0
24-002908, ,-37.991,-162.723,4.55,0,Rd, , ,0
24-002909, ,-62.21,-128.882,4.55,.1, , , ,0
24-002910, ,-39.042,-120.189,4.55,0, , , ,0
24-002911, ,-40.733,-175.15,4.55,.42,SLEPC,HuSL, ,1
24-002912, ,-41.8,-171.699,4.55,.38,SLEPC,Hu, ,1
24-002913, ,-61.307,-134.853,4.55,.06, , , ,0
24-002914, ,-61.548,-159.315,4.54,.07, , , ,0
24-002915, ,-33.259,-149.461,4.53,.47,Rd, , ,0
24-002916, ,-56.9,-120.473,4.53,.02, , , ,0
24-002917, ,-44.199,-145.022,4.53,.21,Rd, , ,0
24-002918, ,-53.385,-125.027,4.53,.12, , , ,0
24-002919, ,-57.353,-121.775,4.53,.04, , , ,0
24-002920, ,-41.248,-164.37,4.53,.21,SLEPC,SmSL, ,1
24-002921, ,-60.09,-120.974,4.53,.04,Rd, , ,0
24-002922, ,-58.898,-131.142,4.52,0, , , ,0
24-002923, ,-53.595,-134.59,4.52,.11, , , ,0
24-002924, ,-39.482,-161.117,4.52,0, , , ,0
24-002925, ,-64.341,-161.769,4.52,.06, , , ,0
24-002926, ,-58.979,-158.642,4.52,0, , , ,0
24-002927, ,-36.361,-128.726,4.52,.18,Rd, , ,0
24-002928, ,-30.956,-140.769,4.51,.33,Rd, , ,0
24-002929, ,-60.581,-161.8,4.51,0,Rd, , ,0
24-002930, ,-55.179,-156.811,4.51,.07,Rd, , ,0
24-002931, ,-33.423,-158.235,4.5,.69,SLEPC,Sm, ,1
24-002932, ,-40.933,-157.63,4.5,.18,Rd, , ,0
24-002933, ,-37.882,-167.939,4.5,.38,Rd, , ,0
24-002934, ,-44.856,-176.426,4.5,.09,SLEPC,HuSL, ,1
24-002935, ,-64.832,-137.22,4.5,.03, , , ,0
24-002936, ,-38.482,-136.068,4.5,.3, , , ,0
24-002937, ,-52.294,-138.564,4.49,.12,DLEPC,SmSL, ,2
24-002938, ,-44.264,-165.419,4.49,.1, , , ,0
24-002939, ,-35.002,-167.189,4.49,.38,SLEPS,HuBL, ,1
24-002940, ,-62.198,-146.202,4.49,.09, , , ,0
24-002941, ,-43.217,-143.792,4.49,.27,Rd, , ,0
24-002942, ,-48.801,-159.896,4.49,0, , , ,0
24-002943, ,-56.493,-131.996,4.49,.07,SLERC,SmSL, ,1
24-002944, ,-62.832,-121.852,4.48,.16,Rd, , ,0
24-002945, ,-42.629,-163.733,4.48,.06, , , ,0
24-002946, ,-45.777,-177.375,4.48,.14,Rd, , ,0
24-002947, ,-35.367,-137.452,4.47,.53,SLEPC/Rd,HuSL, ,1
24-002948, ,-56.393,-124.306,4.47,0, , , ,0
24-002949, ,-34.988,-175.132,4.47,.46,Rd, , ,0
24-002950, ,-48.228,-159.682,4.47,.14, , , ,0
24-002951, ,-41.856,-125.578,4.47,.19,Rd, , ,0
24-002952, ,-43.611,-131.711,4.47,.19, , , ,0
24-002953, ,-61.469,-152.333,4.46,.13, , , ,0
24-002954, ,-31.521,-121.958,4.46,.59,SLERS,SmSL, ,1
24-002955, ,-31.971,-143.853,4.46,0, , , ,0
24-002956, ,-31.429,-120.755,4.46,.61,SLEPC,HuSL, ,1
24-002957, ,-45.731,-169.894,4.46,0, , , ,0
24-002958, ,-38.572,-176.991,4.46,.32, , , ,0
24-002959, ,-52.985,-164.97,4.46,0, , , ,0
24-002960, ,-44.789,-175.416,4.46,.18,Rd, , ,0
24-002961, ,-30.594,-169.655,4.46,.41,Rd, , ,0
24-002962, ,-51.012,-125.689,4.45,.09, , , ,0
24-002963, ,-39.014,-171.172,4.45,.45,Rd, , ,0
24-002964, ,-30.061,-165.881,4.45,.47,Rd, , ,0
24-002965, ,-60.716,-165.897,4.45,.09, , , ,0
24-002966, ,-35.084,-136.211,4.45,.18,Rd, , ,0
24-002967, ,-35.247,-176.269,4.45,.36,Rd, , ,0
24-002968, ,-40.033,-136.719,4.44,.18,SLEPC,Hu, ,1
24-002969, ,-52.065,-141.124,4.44,.12,DLEPS,SmAm, ,2
24-002970, ,-43.835,-137.189,4.44,.07, , , ,0
24-002971, ,-48.057,-153.062,4.44,.04, , , ,0
24-002972, ,-39.066,-175.738,4.44,0, , , ,0
24-002973, ,-30.483,-151.297,4.44,.57,Rd, , ,0
24-002974, ,-36.237,-124.409,4.44,.27,Rd, , ,0
24-002975, ,-51.528,-167.929,4.44,0, , , ,0
24-002976, ,-30.049,-159.509,4.44,0, , , ,0
24-002977, ,-60.084,-139.576,4.43,.14,SLEPS,HuSL, ,1
24-002978, ,-53.49,-152.042,4.43,.02, , , ,0
24-002979, ,-58.476,-160.525,4.42,.02, , , ,0
24-002980, ,-33.88,-131.224,4.42,.5,SLEPS,HuSL, ,1
24-002981, ,-55.498,-132.47,4.42,.32,Rd, , ,0
24-002982, ,-45.133,-120.264,4.41,.16,SLEPS,HuAm, ,1
24-002983, ,-61.632,-128.134,4.41,.03, , , ,0
24-002984, ,-30.501,-170.81,4.41,0, , , ,0
24-002985, ,-52.033,-156.01,4.41,.13,SLEPS,HuAm, ,1
24-002986, ,-44.33,-172.213,4.4,.2,Rd, , ,0
24-002987, ,-62.654,-121.072,4.4,.02, , , ,0
24-002988, ,-37.973,-140.459,4.4,.02, , , ,0
24-002989, ,-50.589,-173.167,4.4,.11, , , ,0
24-002990, ,-51.359,-141.866,4.4,.12,DLERC,Sm, ,2
24-002991, ,-51.178,-159.297,4.4,.07,Rd, , ,0
24-002992, ,-37.32,-147.136,4.39,.49,SLEPC/Rd,HuSL, ,1
24-002993, ,-42.307,-174.283,4.39,.31,Rd, , ,0
24-002994, ,-34.825,-166.975,4.39,.52,Rd, , ,0
24-002995, ,-53.05,-120.09,4.38,.13,Rd, , ,0
24-002996, ,-33.171,-139.559,4.38,.5,Rd, , ,0
24-002997, ,-60.123,-172.439,4.38,.1,Rd, , ,0
24-002998, ,-48.652,-174.607,4.38,.12, , , ,0
24-002999, ,-34.333,-160.187,4.38,.64,Rd, , ,0
24-003000, ,-30.81,-170.834,4.38,0,Rd, , ,0
24-003001, ,-39.669,-134.21,4.38,.19,SLERC,Hu, ,1
24-003002, ,-51.318,-135.75,4.38,.1,Rd, , ,0
24-003003, ,-45.816,-125.499,4.37,.16,SLEPC,SmSL, ,1
24-003004, ,-31.667,-170.969,4.37,0,Rd, , ,0
24-003005, ,-37.779,-125.121,4.37,0, , , ,0
24-003006, ,-38.537,-169.244,4.37,.51,Rd, , ,0
24-003007, ,-53.029,-151.393,4.36,0,Rd, , ,0
24-003008, ,-40.469,-149.401,4.36,.22,Rd, , ,0
24-003009, ,-31.925,-160.812,4.36,.65,Rd, , ,0
24-003010, ,-35.166,-144.281,4.36,.36,Rd, , ,0
24-003011, ,-32.036,-139.477,4.36,.44,Rd, , ,0
24-003012, ,-56.616,-140.465,4.36,.26,SLEPS,SmAm, ,1
24-003013, ,-45.628,-145.857,4.36,.23,Rd, , ,0
24-003014, ,-39.167,-154.314,4.35,.48,SLEPS,HuSL, ,1
24-003015, ,-59.758,-122.189,4.35,.06,Rd, , ,0
24-003016, ,-42.737,-154.953,4.35,.14,SLERS,HuSL, ,1
24-003017, ,-48.245,-142.758,4.35,.13, , , ,0
24-003018, ,-34.789,-135.751,4.34,.54,Rd, , ,0
24-003019, ,-51.154,-179.103,4.34,.12,SLEPS,HuBL, ,1
24-003020, ,-56.288,-149.472,4.34,.13,Rd, , ,0
24-003021, ,-33.111,-173.147,4.34,0, , , ,0
24-003022, ,-38.501,-125.414,4.34,0, , , ,0
24-003023, ,-43.848,-178.822,4.33,0,SLEPC,HuSL, ,1
24-003024, ,-39.346,-131.502,4.33,.18,Rd, , ,0
24-003025, ,-37.336,-126.974,4.33,.24,SLEPC,Hu, ,1
24-003026, ,-44.835,-172.839,4.33,.13,SLEPC,HuSL, ,1
24-003027, ,-48.867,-151.545,4.33,.08,Rd, , ,0
24-003028, ,-33.345,-179.66,4.33,.42,Rd, , ,0
24-003029, ,-31.63,-163.326,4.33,0, , , ,0
24-003030, ,-58.921,-146.66,4.32,.06, , , ,0
24-003031, ,-32.007,-131.466,4.32,.44,Rd, , ,0
24-003032, ,-39.381,-159.465,4.32,0,SLEPC,Hu, ,1
24-003033, ,-49.022,-140.325,4.32,.09,Rd, , ,0
24-003034, ,-30.249,-138.747,4.31,0,SLEPC,SmSL, ,1
24-003035, ,-49.273,-154.218,4.31,.11,Rd, , ,0
24-003036, ,-31.737,-166.472,4.31,.51,Rd, , ,0
24-003037, ,-45.993,-124.222,4.3,.07, , , ,0
24-003038, ,-34.907,-146.92,4.3,.56,SLEPS,HuSL,Pin-Cushion,1
24-003039, ,-35.32,-139.477,4.3,.61,SLEPC,Hu, ,1
24-003040, ,-42.218,-133.679,4.3,.18,SLEPC,SmSL, ,1
24-003041, ,-46.509,-158.229,4.3,.14,Rd, , ,0
24-003042, ,-46.845,-138.461,4.3,.04,Rd, , ,0
24-003043, ,-39.875,-169.532,4.3,0,Rd, , ,0
24-003044, ,-35.125,-167.372,4.3,.49,SLEPS,HuBL, ,1
24-003045, ,-53.507,-164.331,4.29,.14, , , ,0
24-003046, ,-49.892,-149.525,4.29,0, , , ,0
24-003047, ,-31.053,-170.518,4.29,.5,Rd, , ,0
24-003048, ,-58.264,-166.039,4.29,.07,Rd, , ,0
24-003049, ,-30.504,-130.064,4.29,.68,Rd, , ,0
24-003050, ,-30.256,-157.99,4.29,0,SLEPC,Hu, ,1
24-003051, ,-36.659,-174.399,4.29,0, , , ,0
24-003052, ,-57.951,-139.575,4.28,.02, , , ,0
24-003053, ,-58.453,-125.276,4.28,.03, , , ,0
24-003054, ,-44.38,-157.114,4.28,0, , , ,0
24-003055, ,-63.373,-152.904,4.28,.04,Rd, , ,0
24-003056, ,-34.715,-135.101,4.28,.48,Rd, , ,0
24-003057, ,-50.305,-129.337,4.28,.21, , , ,0
24-003058, ,-40.744,-141.32,4.28,0, , , ,0
24-003059, ,-45.345,-177.954,4.27,.14,SLEPS,HuSL, ,1
24-003060, ,-51.184,-120.334,4.27,0, , , ,0
24-003061, ,-33.308,-121.787,4.27,0, , , ,0
24-003062, ,-57.571,-136.367,4.27,.08,Rd, , ,0
24-003063, ,-57.237,-162.775,4.26,0, , , ,0
24-003064, ,-38.71,-120.047,4.26,.24,Rd, , ,0
24-003065, ,-38.24,-174.045,4.26,0, , , ,0
24-003066, ,-36.018,-160.527,4.26,.5,SLERS,HuAm, ,1
24-003067, ,-35.512,-160.605,4.26,.43,SLEPS,SmAm, ,1
24-003068, ,-64.359,-125.86,4.26,.02,Rd, , ,0
24-003069, ,-32.609,-136.282,4.25,0,Rd, , ,0
24-003070, ,-47.303,-165.295,4.25,.11,Rd, , ,0
24-003071, ,-36.325,-126.586,4.25,.24,Rd, , ,0
24-003072, ,-40.267,-156.051,4.25,.29,SLEPC,Hu, ,1
24-003073, ,-55.882,-177.742,4.25,.04,Rd, , ,0
24-003074, ,-58.993,-129.454,4.24,.06,SLEPC,HuSL, ,1
24-003075, ,-54.996,-131.499,4.24,.11, , , ,0
24-003076, ,-33.441,-167.036,4.24,.4,Rd, , ,0
24-003077, ,-47.859,-140.67,4.24,.17,SLEPS,HuSL, ,1
24-003078, ,-34.416,-149.821,4.24,0,Rd, , ,0
24-003079, ,-56.818,-148.127,4.24,.11, , , ,0
24-003080, ,-60.752,-136.11,4.23,.02, , , ,0
24-003081, ,-45.939,-173.242,4.23,.07,SLEPS,HuSL, ,1
24-003082, ,-53.931,-157.132,4.23,.09,DLEPC,SmSL, ,2
24-003083, ,-57.404,-179.898,4.23,.06, , , ,0
24-003084, ,-36.015,-172.594,4.22,.46,Rd, , ,0
24-003085, ,-38.813,-138.012,4.22,0, , , ,0
24-003086, ,-58.707,-179.235,4.22,.16, , , ,0
24-003087, ,-62.286,-126.138,4.22,.08,SLEPC,SmSL, ,1
24-003088, ,-35.435,-165.53,4.22,.1, , , ,0
24-003089, ,-52.546,-147.196,4.22,.09, , , ,0
24-003090, ,-34.925,-167.678,4.22,.49,Rd, , ,0
24-003091, ,-43.846,-125.686,4.22,.06, , , ,0
24-003092, ,-34.085,-126.777,4.21,.63,SLEPC,Hu, ,1
24-003093, ,-48.427,-144.327,4.21,0, , , ,0
24-003094, ,-52.588,-155.61,4.21,.08,SLEPS,SmSL, ,1
24-003095, ,-33.548,-148.789,4.21,.61,SLEPS,HuBL, ,1
24-003096, ,-58.156,-144.43,4.21,.02, , , ,0
24-003097, ,-64.285,-122.689,4.21,.06, , , ,0
24-003098, ,-41.121,-161.708,4.2,0, , , ,0
24-003099, ,-33.387,-131.06,4.19,.43,DLERS,HuSL, ,2
24-003100, ,-35.154,-172.58,4.19,.45, , , ,0
24-003101, ,-34.42,-169.588,4.19,.43,Rd, , ,0
24-003102, ,-33.356,-157.714,4.19,.3,Rd, , ,0
24-003103, ,-37.469,-144.146,4.19,.3,SLEPC,HuSL, ,1
24-003104, ,-35.65,-132.428,4.18,.28,Rd, , ,0
24-003105, ,-61.851,-128.11,4.18,.09,Rd, , ,0
24-003106, ,-59.335,-123.05,4.18,.08,Rd, , ,0
24-003107, ,-33.426,-160.608,4.18,.45,Rd, , ,0
24-003108, ,-59.193,-138.532,4.17,.14,Rd, , ,0
24-003109, ,-31.575,-161.462,4.17,0, , , ,0
24-003110, ,-32.548,-157.811,4.17,.48,Rd, , ,0
24-003111, ,-55.334,-148.144,4.17,.13,SLEPS,HuSL, ,1
24-003112, ,-35.903,-147.396,4.17,.6,DLEPC/DLERS,Hu/SmBL, ,2
24-003113, ,-31.883,-143.66,4.17,.45,Rd, , ,0
24-003114, ,-54.089,-129.108,4.17,0, , , ,0
24-003115, ,-53.402,-162.461,4.17,.14,SLERS,HuSL, ,1
24-003116, ,-46.966,-149.57,4.17,.15,SLEPS,SmAm, ,1
24-003117,Naruko,-36.235,-161.696,4.17,.34,SLEPS,HuSL, ,1
24-003118, ,-47.041,-170.007,4.17,.23,SLERS,HuSL, ,1
24-003119, ,-54.384,-151.582,4.17,0, , , ,0
24-003120, ,-60.295,-136.717,4.17,.09,Rd, , ,0
24-003121, ,-40.385,-162.566,4.16,0,SLERC,HuSL, ,1
24-003122, ,-57.137,-129.502,4.16,0, , , ,0
24-003123, ,-49.547,-148.533,4.16,.08,Rd, , ,0
24-003124, ,-39.145,-172.212,4.16,0, , , ,0
24-003125, ,-47.835,-165.703,4.16,.22,Rd, , ,0
24-003126, ,-61.237,-139.983,4.15,.09,SLEPC,Sm, ,1
24-003127, ,-45.025,-165.279,4.15,.14,SLEPS,HuSL, ,1
24-003128, ,-40.662,-175.674,4.15,.14, , , ,0
24-003129, ,-47.996,-172.324,4.15,.1, , , ,0
24-003130, ,-61.735,-137.019,4.15,.11, , , ,0
24-003131, ,-49.618,-158.965,4.15,.11, , , ,0
24-003132, ,-45.182,-139.089,4.15,.12,SLEPC,HuSL, ,1
24-003133, ,-58.599,-162.451,4.14,.12, , , ,0
24-003134, ,-44.542,-155.04,4.14,.03,Rd, , ,0
24-003135, ,-39.471,-154.91,4.14,.28,Rd, , ,0
24-003136, ,-42.656,-175.167,4.14,.03, , , ,0
24-003137, ,-38.075,-152.394,4.14,0, , , ,0
24-003138, ,-44.441,-169.821,4.13,.21,SLEPS,HuSL, ,1
24-003139, ,-59.462,-154.086,4.13,.1, , , ,0
24-003140, ,-39.3,-160.765,4.13,0, , , ,0
24-003141, ,-41.081,-156.516,4.13,.28,Rd, , ,0
24-003142, ,-57.166,-155.239,4.13,.09,SLEPC,SmSL, ,1
24-003143, ,-46.401,-127.469,4.12,0,SLEPC,HuSL, ,1
24-003144, ,-46.024,-120.465,4.12,.17,SLEPC,HuSL, ,1
24-003145, ,-39.967,-167.011,4.12,.17,SLERS,SmBL, ,1
24-003146, ,-59.663,-125.528,4.12,.04,SLERS,SmBL, ,1
24-003147, ,-54.177,-164.047,4.12,.13,Rd, , ,0
24-003148, ,-42.05,-167.673,4.12,0, , , ,0
24-003149, ,-39.952,-179.013,4.11,.17, , , ,0
24-003150, ,-30.557,-179.577,4.11,0,Rd, , ,0
24-003151, ,-40.984,-178.26,4.11,.13, , , ,0
24-003152, ,-36.754,-146.983,4.11,.31,Rd, , ,0
24-003153, ,-36.205,-168.278,4.11,0, , , ,0
24-003154, ,-51.405,-150.624,4.11,.08,SLEPC,HuSL, ,1
24-003155, ,-31.425,-154.755,4.11,0, , , ,0
24-003156, ,-46.09,-164.827,4.11,.18,DLEPS,HuSL/HuBL, ,2
24-003157, ,-60.355,-171.696,4.1,.04,SLEPC,SmSL, ,1
24-003158, ,-42.337,-125.177,4.1,.44,Rd, , ,0
24-003159, ,-39.296,-163.931,4.1,.23,Rd, , ,0
24-003160, ,-56.673,-175.438,4.1,.11,Rd, , ,0
24-003161, ,-45.046,-155.359,4.1,.13, , , ,0
24-003162, ,-64.562,-149.626,4.1,.04, , , ,0
24-003163, ,-45.426,-173.81,4.1,.03, , , ,0
24-003164, ,-30.526,-153.353,4.1,0,SLERS,HuBL, ,1
24-003165, ,-38.566,-175.82,4.1,0, , , ,0
24-003166, ,-32.288,-170.981,4.09,.48,Rd, , ,0
24-003167, ,-38.533,-155.612,4.09,0, , , ,0
24-003168, ,-44.182,-139.567,4.09,.26, , , ,0
24-003169, ,-48.017,-150.744,4.09,.27,Rd, , ,0
24-003170, ,-52.098,-141.193,4.09,.16,DLEPS,SmAm, ,2
24-003171, ,-38.139,-146.104,4.09,.28,Rd/DLERC,HuSL, ,2
24-003172, ,-58.698,-135.859,4.08,.06, , , ,0
24-003173, ,-54.755,-122.854,4.08,.07, , , ,0
24-003174, ,-52.29,-139.173,4.08,.11,SLEPS,SmSL, ,1
24-003175, ,-51.312,-133.282,4.08,.17,SLEPS,SmAm, ,1
24-003176, ,-64.073,-150.691,4.07,.07,SLERS,SmSL, ,1
24-003177, ,-62.092,-126.771,4.07,.1,SLERC,SmSL, ,1
24-003178, ,-37.394,-176.665,4.07,.48,DLERS,HuSL, ,1
24-003179, ,-55.894,-122.21,4.07,.09,SLEPS,HuSL, ,1
24-003180, ,-43.653,-160.077,4.07,.13, , , ,0
24-003181, ,-39.144,-150.11,4.07,.14, , , ,0
24-003182, ,-30.814,-139.487,4.07,.45,Rd, , ,0
24-003183, ,-33.432,-164.539,4.07,.54,Rd, , ,0
24-003184, ,-34.47,-143.349,4.07,0, , , ,0
24-003185, ,-46.789,-179.2,4.06,.08,Rd, , ,0
24-003186, ,-43.109,-139.489,4.06,.15,Rd, , ,0
24-003187, ,-50.101,-177.512,4.06,.14,Rd, , ,0
24-003188, ,-56.01,-146.849,4.05,.02, , , ,0
24-003189, ,-40.682,-123.488,4.05,0, , , ,0
24-003190, ,-30.283,-158.992,4.05,0, , , ,0
24-003191, ,-30.989,-164.167,4.05,0, , , ,0
24-003192, ,-36.356,-134.989,4.05,.31,Rd, , ,0
24-003193, ,-43.542,-138.279,4.04,0, , , ,0
24-003194, ,-32.693,-138.578,4.04,0, , , ,0
24-003195, ,-45.271,-179.229,4.04,.14, , , ,0
24-003196, ,-37.457,-153.398,4.04,.37,Rd, , ,0
24-003197, ,-40.462,-165.964,4.04,.25,Rd, , ,0
24-003198, ,-32.342,-171.071,4.04,0,Rd, , ,0
24-003199, ,-34.592,-162.102,4.03,.23,Rd, , ,0
24-003200, ,-49.572,-152.835,4.03,.1, , , ,0
24-003201, ,-47.438,-175.671,4.03,.11,Rd, , ,0
24-003202, ,-33.981,-152.626,4.03,.51,SLEPC,Hu, ,1
24-003203, ,-62.449,-142.013,4.03,.06, , , ,0
24-003204, ,-37.609,-158.951,4.02,0,Rd, , ,0
24-003205, ,-60.301,-177.692,4.02,.1, , , ,0
24-003206, ,-63.168,-167.168,4.02,.04,Rd, , ,0
24-003207, ,-39.346,-142.244,4.02,.51,Rd, , ,0
24-003208, ,-54.353,-124.41,4.02,0, , , ,0
24-003209, ,-46.438,-140.598,4.02,.17,SLERC,HuAm, ,1
24-003210, ,-31.684,-161.615,4.01,0, , , ,0
24-003211, ,-48.642,-151.909,4.01,.08,SLEPC,HuSL, ,1
24-003212, ,-42.169,-175.587,4.01,.31,Rd, , ,0
24-003213, ,-58.291,-145.978,4.01,.09,Rd, , ,0
24-003214, ,-46.011,-133.673,4.01,.11,SLEPS,HuAm, ,1
24-003215, ,-41.181,-171.29,4.01,.42,Rd, , ,0
24-003216, ,-43.774,-160.457,4.01,.22,Rd, , ,0
24-003217, ,-37.964,-154.129,4.01,.32,DLEPC,Hu, ,2
24-003218, ,-52.477,-166.989,4.01,.09, , , ,0
24-003219, ,-58.127,-178.71,4.01,.12,Rd, , ,0
24-003220, ,-45.726,-154.987,4.01,.18, , , ,0
24-003221, ,-35.752,-154.448,4.01,.29,Rd, , ,0
24-003222, ,-37.037,-127.75,4,.08,Rd, , ,0
24-003223, ,-44.42,-141.598,4,.18,Rd, , ,0
24-003224, ,-30.169,-147.124,4,.59,Rd, , ,0
24-003225, ,-38.181,-171.453,4,.29, , , ,0
24-003226, ,-46.294,-130.667,4,0, , , ,0
24-003227, ,-51.13,-134.435,4,.11, , , ,0
24-003228, ,-64.718,-124.304,4,0, , , ,0
24-003229, ,-42.602,-132.57,3.99,.07,SLEPC,HuSL, ,1
24-003230, ,-33.483,-160.582,3.99,.3,Rd, , ,0
24-003231, ,-47.024,-134.824,3.99,0, , , ,0
24-003232, ,-32.058,-164.974,3.99,0, , , ,0
24-003233, ,-44.691,-156.854,3.99,.11, , , ,0
24-003234, ,-54.277,-154.538,3.99,.13, , , ,0
24-003235, ,-61.487,-178.537,3.99,.04, , , ,0
24-003236, ,-50.398,-134.288,3.99,.05, , , ,0
24-003237, ,-41.401,-174.721,3.99,0, , , ,0
24-003238, ,-48.581,-130.225,3.99,.1,SLEPC,Hu, ,1
24-003239, ,-32.215,-135.627,3.99,.3, , , ,0
24-003240, ,-45.762,-128.473,3.99,.14,Rd, , ,0
24-003241, ,-42.341,-179.723,3.99,0, , , ,0
24-003242, ,-50.791,-157.082,3.98,0, , , ,0
24-003243, ,-45.16,-142.24,3.98,0, , , ,0
24-003244, ,-61.059,-148.74,3.98,.07, , , ,0
24-003245, ,-45.785,-154.932,3.98,.11,Rd, , ,0
24-003246, ,-52.753,-139.04,3.98,.03,Rd, , ,0
24-003247, ,-32.326,-170.302,3.98,.28,Rd, , ,0
24-003248, ,-43.778,-148.075,3.98,.19,Rd, , ,0
24-003249, ,-46.34,-165.847,3.98,.19,Rd, , ,0
24-003250, ,-55.843,-178.324,3.98,.08,SLEPC,HuSL, ,1
24-003251, ,-36.469,-166.185,3.97,.44,SLEPC,Hu, ,1
24-003252, ,-39.073,-177.995,3.97,.3,Rd, , ,0
24-003253, ,-63.69,-170.907,3.97,.03,Rd, , ,0
24-003254, ,-30.293,-162.913,3.97,.39,Rd, , ,0
24-003255, ,-41.438,-155.902,3.97,.3,Rd, , ,0
24-003256, ,-38.607,-160.096,3.97,0, , , ,0
24-003257, ,-50.941,-149.596,3.96,0, , , ,0
24-003258, ,-49.308,-165.846,3.96,.18, , , ,0
24-003259, ,-30.831,-144.538,3.96,0, , , ,0
24-003260, ,-46.176,-159.848,3.96,.15,Rd, , ,0
24-003261, ,-56.622,-121.404,3.96,.09,Rd, , ,0
24-003262, ,-45.694,-167.881,3.96,.18,SLEPC,HuSL, ,1
24-003263, ,-31.243,-165.482,3.96,.25,Rd, , ,0
24-003264, ,-30.742,-173.084,3.96,.31,Rd, , ,0
24-003265, ,-31.416,-178.72,3.96,.56,Rd, , ,0
24-003266, ,-36.297,-139.078,3.95,.37,SLERS,SmBL, ,1
24-003267, ,-53.396,-162.735,3.95,0, , , ,0
24-003268, ,-35.251,-173.663,3.95,.44,SLEPC,Hu, ,1
24-003269, ,-35.666,-152.726,3.95,0,SLERC,SmAm, ,1
24-003270, ,-49.36,-157.627,3.95,.11,DLEPC,HuSL, ,2
24-003271, ,-51.043,-141.286,3.95,.05,Rd, , ,0
24-003272, ,-49.256,-129.062,3.94,.11, , , ,0
24-003273, ,-61.972,-174.508,3.94,.05,Rd, , ,0
24-003274, ,-34.429,-178.106,3.94,0, , , ,0
24-003275, ,-57.548,-179.171,3.94,0, , , ,0
24-003276, ,-42.435,-124.381,3.94,0,Rd, , ,0
24-003277, ,-35.362,-120.222,3.94,0, , , ,0
24-003278, ,-46.943,-174.797,3.94,.09, , , ,0
24-003279, ,-32.607,-152.65,3.94,0, , , ,0
24-003280, ,-36.05,-145.442,3.94,.22,Rd, , ,0
24-003281, ,-40.926,-161.463,3.94,0,Rd, , ,0
24-003282, ,-32.628,-159.174,3.93,.43,Rd, , ,0
24-003283, ,-61.443,-147.708,3.93,.11,SLEPS,SmAm, ,1
